Language,Response,Target,Predicted
Malayalam,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Malayalam, we can identify the following strategies for forming polar questions:

1. **Interrogative intonation only**: There is no explicit mention of using intonation alone to form polar questions in the provided text. Therefore, we code this as 0.

2. **Interrogative word order**: There is no mention of changing word order to form polar questions. Therefore, we code this as 0.

3. **Clause-initial question particle**: There is no mention of a clause-initial question particle in the provided text. Therefore, we code this as 0.

4. **Clause-final question particle**: The text mentions the addition of the interrogative suffix ""-ao"" to transform sentences into questions. This suffix appears to be added at the end of the clause, indicating a clause-final question particle. Therefore, we code this as 1.

5. **Clause-medial question particle**: There is no mention of a clause-medial question particle in the provided text. Therefore, we code this as 0.

6. **Interrogative verb morphology**: The interrogative suffix ""-ao"" is added to the end of the clause, not specifically to the verb. Therefore, this does not count as interrogative verb morphology. We code this as 0.

7. **Tone**: There is no mention of tone being used to form polar questions in the provided text. Therefore, we code this as 0.

### Conclusion:
""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",interrogative verb morphology,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Iu Mien,"### Reasoning:

Based on the provided paragraph from the descriptive grammar of Iu Mien, we can identify the following strategies for forming polar questions:

1. **Clause-final question particle**: The grammar explicitly mentions the use of the sentence-final particle ""fai"" to indicate polar questions. This particle appears at the end of the clause, marking it as a question. Example: ""Meih koi jienv nyei ↗fai?"" ('Are you playing (this tape recorder)?').

2. **Interrogative intonation only**: The grammar also mentions that polar questions can be indicated by a falling intonation, which is a change in the intonation pattern without the addition of any particles or changes in word order. This indicates that intonation alone can mark a polar question. Example: ""Meih yiem naaiv lauh nyei ↘saah?"" ('You will be here for a long time, won’t you?').

Given these observations, we can code the strategies as follows:

- **Interrogative intonation only**: 1 (since falling intonation can mark a polar question)
- **Interrogative word order**: 0 (no mention of word order changes for polar questions)
- **Clause-initial question particle**: 0 (no mention of clause-initial particles)
- **Clause-final question particle**: 1 (explicit mention of the clause-final particle ""fai"")
- **Clause-medial question particle**: 0 (no mention of clause-medial particles)
- **Interrogative verb morphology**: 0 (no mention of verb morphology changes for polar questions)
- **Tone**: 0 (no mention of tone changes marking polar questions)

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",clause-final question particle,"interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Semelai,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Semelai, we can identify the following strategies for forming polar questions:

1. **Interrogative Intonation Only**:
   - The grammar explicitly states that any declarative clause may become a question by using rising intonation over the relevant constituent. Examples (275), (276), (277), and (278) illustrate this strategy.
   - **Code**: 1

2. **Interrogative Word Order**:
   - There is no mention of changing word order to form polar questions in the provided paragraphs.
   - **Code**: 0

3. **Clause-initial Question Particle**:
   - The particle ""tah"" can be used in clause-initial position to express doubt, as shown in examples (280) and (281).
   - **Code**: 1

4. **Clause-final Question Particle**:
   - There is no mention of a clause-final question particle in the provided paragraphs.
   - **Code**: 0

5. **Clause-medial Question Particle**:
   - The particle ""tah"" can also follow the questioned constituent, as shown in example (282). This indicates that it can appear in a clause-medial position.
   - **Code**: 1

6. **Interrogative Verb Morphology**:
   - There is no mention of interrogative verb morphology in the provided paragraphs.
   - **Code**: 0

7. **Tone**:
   - There is no mention of tone being used to distinguish polar questions from declarative statements in the provided paragraphs.
   - **Code**: 0

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 1, Clause-final question particle: 0, Clause-medial question particle: 1, Interrogative verb morphology: 0, Tone: 0""","clause-final question particle, clause-initial question particle, clause-medial question particle, interrogative intonation only","interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 1, clause-final question particle: 0, clause-medial question particle: 1, interrogative verb morphology: 0, tone: 0"
Yukaghir (Kolyma),"### Reasoning:

Based on the provided paragraph from the descriptive grammar of Yukaghir (Kolyma), we can determine the strategies used for forming polar questions in the language.

1. **Interrogative intonation only**: The paragraph explicitly states that ordinary polar questions are not marked morphologically and that the interrogative meaning is expressed only by a rising intonation contour. This indicates that interrogative intonation alone is sufficient to form a polar question.
   
2. **Interrogative word order**: There is no mention of any change in word order to form polar questions. The examples provided show that the word order remains the same as in declarative sentences.
   
3. **Clause-initial question particle**: There is no mention of a clause-initial question particle in the provided paragraph.
   
4. **Clause-final question particle**: There is no mention of a clause-final question particle in the provided paragraph.
   
5. **Clause-medial question particle**: There is no mention of a clause-medial question particle in the provided paragraph.
   
6. **Interrogative verb morphology**: The paragraph explicitly states that ordinary polar questions are not marked morphologically, which means there is no interrogative verb morphology used to form polar questions.
   
7. **Tone**: The paragraph does not mention the use of tone to form polar questions. It specifically mentions intonation, which is different from tone.

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",interrogative intonation only,"interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Georgian,"### Reasoning:

Based on the provided paragraph from the descriptive grammar of Georgian, we can determine the strategies used for forming polar questions in Georgian. The relevant information is found in section 5.1.13.1, which states:

- ""Questions of this type involve no movement of words but are signalled entirely by the application of the appropriate intonation-pattern, namely a rising-falling pitch on the final syllable of the verb, which will normally be the last word in the sentence.""

This indicates that polar questions in Georgian are formed using intonation patterns without any change in word order or the addition of particles or morphological markers.

### Conclusion:
- **Interrogative intonation only:** 1 (The paragraph explicitly states that polar questions are signaled entirely by intonation.)
- **Interrogative word order:** 0 (The paragraph explicitly states that there is no movement of words.)
- **Clause-initial question particle:** 0 (No mention of clause-initial particles.)
- **Clause-final question particle:** 0 (No mention of clause-final particles.)
- **Clause-medial question particle:** 0 (No mention of clause-medial particles.)
- **Interrogative verb morphology:** 0 (No mention of interrogative verb morphology.)
- **Tone:** 0 (The paragraph mentions intonation, not tone.)

**Conclusion:**  
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",interrogative intonation only,"interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Alutor,,not mentioned in the grammar,
Thai,"### Reasoning:

Based on the provided paragraph from the descriptive grammar of Thai, we can identify the strategies used to form polar questions in Thai. The paragraph mentions several particles used to form questions, specifically:

1. **MY**: This particle is used at the end of the sentence to form a direct question concerning something in the present or future.
2. **CHY MY**: This particle is also used at the end of the sentence and corresponds to ""is it"", ""are you"", ""does it"", etc.
3. **REU PLOW**: This particle is used at the end of the sentence for questions where the answer is unknown, similar to ""or not?"" in English.
4. **REU**: This particle is used in various contexts, including negative questions and idiomatic questions, and is also placed at the end of the sentence.

From this information, we can conclude that Thai primarily uses clause-final question particles to form polar questions. There is no mention of other strategies such as interrogative intonation only, interrogative word order, clause-initial or clause-medial question particles, interrogative verb morphology, or tone.

### Conclusion:
Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0",clause-final question particle,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Nganasan,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Nganasan, we can determine the strategies for forming polar questions as follows:

1. **Interrogative Intonation Only**:
   - Paragraph 1 mentions that in sentences without a verb, the only marker indicating the interrogative mood is intonation: a rise-fall tone.
   - Paragraph 2 reiterates that verbless interrogative sentences are marked only by intonation.
   - Therefore, this strategy is present.
   - **Code: 1**

2. **Interrogative Word Order**:
   - Paragraph 2 states that polar questions do not require special word order and that the word order is usually the same as in declarative sentences.
   - Therefore, this strategy is not present.
   - **Code: 0**

3. **Clause-initial Question Particle**:
   - There is no mention of a clause-initial question particle in the provided paragraphs.
   - **Code: 0**

4. **Clause-final Question Particle**:
   - There is no mention of a clause-final question particle in the provided paragraphs.
   - **Code: 0**

5. **Clause-medial Question Particle**:
   - There is no mention of a clause-medial question particle in the provided paragraphs.
   - **Code: 0**

6. **Interrogative Verb Morphology**:
   - Paragraph 1 and Paragraph 2 both mention that if an interrogative sentence contains a verb, the verb must be affixed with the marker for the interrogative mood.
   - Therefore, this strategy is present.
   - **Code: 1**

7. **Tone**:
   - The paragraphs do not mention the use of tone (distinct from intonation) to mark polar questions.
   - **Code: 0**

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 1, Tone: 0""","interrogative intonation only, interrogative verb morphology","interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 1, tone: 0"
Nivkh (South Sakhalin),"### Reasoning:

Based on the provided paragraph from the descriptive grammar of Nivkh (South Sakhalin), we can extract the following information regarding the formation of polar questions:

1. **Interrogative intonation only**: The paragraph does not mention the use of intonation alone to form polar questions. Therefore, we cannot conclude that intonation alone is used.
   
2. **Interrogative word order**: There is no mention of changing word order to form polar questions. Thus, this strategy is not indicated.

3. **Clause-initial question particle**: The paragraph does not mention a clause-initial question particle. Hence, this strategy is not indicated.

4. **Clause-final question particle**: The example (74) shows the use of the question particle ""-l"" at the end of the clause to form a polar question. This indicates the presence of a clause-final question particle.

5. **Clause-medial question particle**: The paragraph does not mention a clause-medial question particle. Therefore, this strategy is not indicated.

6. **Interrogative verb morphology**: There is no mention of specific interrogative verb morphology in the paragraph. Thus, this strategy is not indicated.

7. **Tone**: The paragraph does not mention the use of tone to form polar questions. Therefore, this strategy is not indicated.

### Conclusion:
""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",clause-final question particle,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Jarawa (in Andamans),"### Reasoning:

Based on the provided paragraph from the descriptive grammar of Jarawa, we can identify the following strategies for forming polar questions:

1. **Interrogative intonation only**: There is no mention of intonation being used as the sole marker for polar questions. Therefore, we code this as 0.
2. **Interrogative word order**: The paragraph does not indicate that a change in word order alone can form a polar question. The schema provided shows a fixed structure with the interrogative marker ""ka"" at the beginning. Therefore, we code this as 0.
3. **Clause-initial question particle**: The paragraph explicitly states that the interrogative marker ""ka"" is used at the beginning of the sentence for yes/no questions. Therefore, we code this as 1.
4. **Clause-final question particle**: There is no mention of a clause-final question particle in the provided paragraph. Therefore, we code this as 0.
5. **Clause-medial question particle**: The interrogative marker ""ka"" is specifically mentioned to be at the beginning of the sentence, not in the middle. Therefore, we code this as 0.
6. **Interrogative verb morphology**: There is no mention of any interrogative verb morphology in the provided paragraph. Therefore, we code this as 0.
7. **Tone**: There is no mention of tone being used to form polar questions in the provided paragraph. Therefore, we code this as 0.

### Conclusion:
Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 1, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0",clause-initial question particle,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 1, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Nahali,,not mentioned in the grammar,
Kusunda,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Kusunda, we can analyze the strategies for forming polar questions as follows:

1. **Interrogative intonation only**: The paragraphs do not provide any information about whether intonation alone can mark polar questions. Therefore, we code this as 0.

2. **Interrogative word order**: There is no mention of a specific word order change to form polar questions. Thus, we code this as 0.

3. **Clause-initial question particle**: The paragraphs do not mention any clause-initial question particles. Hence, we code this as 0.

4. **Clause-final question particle**: There is no mention of a clause-final question particle in the provided text. Therefore, we code this as 0.

5. **Clause-medial question particle**: The paragraphs do not mention any clause-medial question particles. Thus, we code this as 0.

6. **Interrogative verb morphology**: The provided text does not discuss any verb morphology specifically used for forming polar questions. Therefore, we code this as 0.

7. **Tone**: There is no information provided about the use of tone to mark polar questions. Hence, we code this as 0.

### Conclusion:
""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",not mentioned in the grammar,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Udihe,"Based on the provided paragraphs from the descriptive grammar of Udihe, we can determine the strategies for forming polar questions as follows:

1. **Interrogative intonation only**: The text explicitly states that yes-no questions in Udihe are differentiated from declarative sentences only by intonational patterns, specifically by marking the last word with a higher and more prolonged intonational contour. This indicates that interrogative intonation alone is sufficient to form polar questions in Udihe.

2. **Interrogative word order**: The text mentions that yes-no questions are not marked by any changes in word order compared to the corresponding declarative sentence. Therefore, interrogative word order is not a strategy used in Udihe.

3. **Clause-initial question particle**: There is no mention of a clause-initial question particle in the provided text.

4. **Clause-final question particle**: There is no mention of a clause-final question particle in the provided text.

5. **Clause-medial question particle**: There is no mention of a clause-medial question particle in the provided text.

6. **Interrogative verb morphology**: The text states that yes-no questions are not marked by any additional morphological means. Therefore, interrogative verb morphology is not a strategy used in Udihe.

7. **Tone**: The text specifies that intonation, not tone, is used to differentiate yes-no questions from declarative sentences. Therefore, tone is not a strategy used in Udihe.

### Reasoning:
- **Interrogative intonation only**: The grammar explicitly states that yes-no questions are marked by a higher and more prolonged intonational contour on the last word.
- **Interrogative word order**: The grammar explicitly states that there are no changes in word order for yes-no questions.
- **Clause-initial question particle**: Not mentioned in the grammar.
- **Clause-final question particle**: Not mentioned in the grammar.
- **Clause-medial question particle**: Not mentioned in the grammar.
- **Interrogative verb morphology**: The grammar explicitly states that there are no additional morphological means for marking yes-no questions.
- **Tone**: The grammar specifies the use of intonation rather than tone.

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",interrogative intonation only,"interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Ingush,"### Reasoning:

Based on the provided paragraphs from the Ingush grammar, we can identify the following strategies for forming polar questions:

1. **Clause-final question particle**: The examples provided show the use of the clitic ""=ii"" at the end of the clause to form questions. For instance, ""diesh=ii wa?"" (do you read?) and ""diishâr=ii wa?"" (did you read?). This indicates that a clause-final question particle is used.

2. **Interrogative intonation only**: There is no explicit mention of using intonation alone to form polar questions. The examples provided always include the clitic ""=ii"" to indicate a question.

3. **Interrogative word order**: There is no mention of changing word order to form questions. The examples maintain the same word order as declarative sentences, with the addition of the clitic ""=ii"".

4. **Clause-initial question particle**: There is no evidence of a clause-initial question particle in the provided examples.

5. **Clause-medial question particle**: There is no evidence of a clause-medial question particle in the provided examples.

6. **Interrogative verb morphology**: There is no mention of specific verb morphology changes to indicate questions. The clitic ""=ii"" is used instead.

7. **Tone**: The text mentions that the high tone of the interrogative clitic can be recorded on the clitic or the preceding syllable, but this is not the same as using tone alone to mark questions. Therefore, this does not count as a tonal strategy for forming questions.

### Conclusion:
""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",interrogative verb morphology,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Lezgian,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Lezgian, we can determine the strategies for forming polar questions as follows:

1. **Interrogative intonation only**: 
   - The grammar mentions that if the question expresses surprise or doubt, the interrogative affix may be omitted, and the interrogative meaning is then expressed only by the intonation (rising on the finite verb form). This indicates that interrogative intonation alone can mark polar questions.
   - Example: ""Wi dust.uni-z pul 2ga-naV."" ('Your friend has found money?!')
   - **Code: 1**

2. **Interrogative word order**:
   - There is no mention in the provided paragraphs that changing the word order alone can form polar questions. The examples provided do not show a change in word order as a strategy for forming polar questions.
   - **Code: 0**

3. **Clause-initial question particle**:
   - The particle ""jarab"" is mentioned as a sentence-initial particle used in questions, but it is generally used in (polar or parametric) questions with the Conditional suffix -t'a, and it translates to ""I wonder"". This does not seem to be a neutral polar question marker.
   - **Code: 0**

4. **Clause-final question particle**:
   - The interrogative mood affix -ni is used on the finite verb of the sentence to mark ordinary polar questions. This affix appears at the end of the verb, which is typically clause-final in Lezgian.
   - Example: ""Betxoven.a-n muzyka wa-z k'an-da-ni?"" ('Do you like Beethoven's music?')
   - **Code: 1**

5. **Clause-medial question particle**:
   - There is no mention of a clause-medial question particle in the provided paragraphs. The interrogative affix -ni is attached to the verb, which is clause-final.
   - **Code: 0**

6. **Interrogative verb morphology**:
   - The interrogative mood affix -ni is attached to the finite verb to mark polar questions. This is a clear example of interrogative verb morphology.
   - Example: ""Wi dust.uni-z pul zga-na-ni?"" ('Did your friend find his money?')
   - **Code: 1**

7. **Tone**:
   - There is no mention of tone being used to mark polar questions in the provided paragraphs.
   - **Code: 0**

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 0, Interrogative verb morphology: 1, Tone: 0""","clause-initial question particle, interrogative verb morphology","interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 0, interrogative verb morphology: 1, tone: 0"
Galo,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Galo, we can determine the strategies for forming polar questions as follows:

1. **Interrogative intonation only**: There is no explicit mention in the provided text that polar questions can be formed using intonation alone. Therefore, we code this as 0.

2. **Interrogative word order**: The text does not mention any changes in word order to form polar questions. Therefore, we code this as 0.

3. **Clause-initial question particle**: There is no mention of a clause-initial question particle in the provided text. Therefore, we code this as 0.

4. **Clause-final question particle**: The particle ""ree"" is described as a polar interrogative marker that can follow predicative noun phrases or declarative copula/finite/inflected clauses. This suggests that ""ree"" can appear at the end of a clause, marking it as a polar question. Therefore, we code this as 1.

5. **Clause-medial question particle**: The particle ""ree"" can also mark a cleft/focal NP, indicating that it can appear in positions other than the clause-final position. Therefore, we code this as 1.

6. **Interrogative verb morphology**: There is no mention of any verb morphology specifically used to form polar questions. Therefore, we code this as 0.

7. **Tone**: There is no mention of tone being used to form polar questions. Therefore, we code this as 0.

### Conclusion:
Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 1, Interrogative verb morphology: 0, Tone: 0","clause-final question particle, clause-medial question particle","interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 1, interrogative verb morphology: 0, tone: 0"
Yup'ik (Norton Sound),"### Reasoning

Based on the provided paragraphs from the descriptive grammar of Yup'ik (Norton Sound), we can identify the strategies used for forming polar questions in the language. Here is a detailed analysis of each strategy:

1. **Interrogative intonation only**:
   - The text mentions that another means of coding a polar question is final rising intonation without the particle, as in example (40). This indicates that interrogative intonation alone can be used to form polar questions.
   - **Code: 1**

2. **Interrogative word order**:
   - There is no mention of a specific word order change being used to form polar questions. The examples provided show that the particle |qaa| is used regardless of word order.
   - **Code: 0**

3. **Clause-initial question particle**:
   - The particle |qaa| is typically attached to the sentence-initial word, forming bound phrases. This indicates that |qaa| can appear at the beginning of the clause.
   - **Code: 1**

4. **Clause-final question particle**:
   - There is no indication that |qaa| appears at the end of the clause. The examples show it attached to the initial word or within the clause.
   - **Code: 0**

5. **Clause-medial question particle**:
   - The particle |qaa| can be attached to the sentence-initial word or other constituents within the clause, but there is no specific mention of it being clause-medial.
   - **Code: 0**

6. **Interrogative verb morphology**:
   - The text explicitly states that polar questions do not occur with an interrogative-mood verb. Instead, they are characterized by the rhetorical question particle |qaa|.
   - **Code: 0**

7. **Tone**:
   - There is no mention of tone being used to form polar questions. The text discusses intonation but not tone as a grammatical feature.
   - **Code: 0**

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 1, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""","interrogative intonation only, second position question particle","interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 1, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Yuki,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Yuki, we can determine the strategies for forming polar questions as follows:

1. **Interrogative intonation only**: There is no mention of intonation alone being sufficient to mark polar questions. The examples provided all include an interrogative suffix.
2. **Interrogative word order**: There is no indication that word order alone is used to form polar questions. The examples provided do not show any change in word order for questions.
3. **Clause-initial question particle**: There is no mention of a clause-initial question particle in the examples or descriptions.
4. **Clause-final question particle**: The interrogative suffix -ha(ˀ) is added to the end of the verb, which is typically clause-final in Yuki. This suggests the presence of a clause-final question particle.
5. **Clause-medial question particle**: The interrogative suffix -ha(ˀ) is attached to the verb, which is not clause-medial.
6. **Interrogative verb morphology**: The interrogative suffix -ha(ˀ) is added to the verb to form polar questions. This is a clear example of interrogative verb morphology.
7. **Tone**: There is no mention of tone being used to form polar questions.

### Conclusion:
""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 1, Clause-medial question particle: 0, Interrogative verb morphology: 1, Tone: 0""",interrogative verb morphology,"interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 1, clause-medial question particle: 0, interrogative verb morphology: 1, tone: 0"
Pipil,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Pipil, we can determine the strategies for forming polar questions as follows:

1. **Interrogative intonation only**: The grammar explicitly states that yes-no questions are formed with rising intonation, similar to Spanish, and no particular word-order changes are mentioned. This indicates that intonation alone can mark polar questions.
   
2. **Interrogative word order**: The grammar specifies that there are no particular word-order changes for forming yes-no questions. Therefore, this strategy is not used in Pipil.

3. **Clause-initial question particle**: There is no mention of a clause-initial question particle in the provided paragraphs.

4. **Clause-final question particle**: There is no mention of a clause-final question particle in the provided paragraphs.

5. **Clause-medial question particle**: There is no mention of a clause-medial question particle in the provided paragraphs.

6. **Interrogative verb morphology**: There is no mention of any specific interrogative verb morphology in the provided paragraphs.

7. **Tone**: There is no mention of tone being used to mark polar questions in the provided paragraphs.

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 0, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""",interrogative intonation only,"interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 0, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Micmac,,not mentioned in the grammar,
Tepehua (Huehuetla),"### Reasoning

Based on the provided paragraphs from the descriptive grammar of Tepehua (Huehuetla), we can identify the strategies used for forming polar questions as follows:

1. **Interrogative Intonation Only**: The grammar explicitly states that all yes/no questions in Tepehua are characterized by rising intonation. This indicates that intonation alone can mark a sentence as a polar question.
   
2. **Interrogative Word Order**: There is no mention of a change in word order to form polar questions. The examples provided show that the word order remains the same as in declarative sentences, with the addition of rising intonation or an interrogative pronoun.

3. **Clause-initial Question Particle**: The interrogative pronoun ""jaa"" is used at the beginning of a clause to form yes/no questions, as seen in examples (764) and (765). This indicates the presence of a clause-initial question particle.

4. **Clause-final Question Particle**: There is no mention of a clause-final question particle in the provided text. The examples do not show any particle at the end of the clause to mark a question.

5. **Clause-medial Question Particle**: There is no mention of a clause-medial question particle. The interrogative pronoun ""jaa"" appears at the beginning of the clause, not in the middle.

6. **Interrogative Verb Morphology**: There is no indication that polar questions are formed by adding a morpheme to the verb. The examples show that the verb morphology remains the same as in declarative sentences.

7. **Tone**: The grammar does not mention the use of tone (distinct from intonation) to form polar questions. The focus is on rising intonation, which affects the entire clause rather than specific tones on individual words.

### Conclusion:
""Interrogative intonation only: 1, Interrogative word order: 0, Clause-initial question particle: 1, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 0, Tone: 0""","clause-initial question particle, interrogative intonation only","interrogative intonation only: 1, interrogative word order: 0, clause-initial question particle: 1, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 0, tone: 0"
Musqueam,"### Reasoning:

Based on the provided paragraphs from the descriptive grammar of Musqueam, we can extract the following information regarding the formation of polar questions:

1. **Interrogative intonation only**: There is no explicit mention of intonation alone being sufficient to form polar questions. Therefore, we code this as 0.

2. **Interrogative word order**: There is no indication that changing the word order alone is used to form polar questions. Therefore, we code this as 0.

3. **Clause-initial question particle**: The text mentions the use of ""1f-4.4"" as an interrogative marker that can appear at the beginning of the clause. This suggests the presence of a clause-initial question particle. Therefore, we code this as 1.

4. **Clause-final question particle**: There is no mention of a clause-final question particle. Therefore, we code this as 0.

5. **Clause-medial question particle**: The text does not provide evidence of a clause-medial question particle. Therefore, we code this as 0.

6. **Interrogative verb morphology**: The text mentions the use of the suffix ""-e"" or ""-ce"" as an interrogative marker attached to the verb. This indicates the presence of interrogative verb morphology. Therefore, we code this as 1.

7. **Tone**: There is no mention of tone being used to form polar questions. Therefore, we code this as 0.

### Conclusion:
""Interrogative intonation only: 0, Interrogative word order: 0, Clause-initial question particle: 1, Clause-final question particle: 0, Clause-medial question particle: 0, Interrogative verb morphology: 1, Tone: 0""","clause-medial question particle, interrogative verb morphology","interrogative intonation only: 0, interrogative word order: 0, clause-initial question particle: 1, clause-final question particle: 0, clause-medial question particle: 0, interrogative verb morphology: 1, tone: 0"
