Language,Response,Target,Predicted
Tiwi,"Based on the provided paragraphs from the descriptive grammar of Tiwi, we can analyze the methods of standard negation in the language.

1. **Negation with Particles**: The text mentions that negation can be achieved using negative particles such as ""arnuka"" or ""karluwu"" (TT) and ""kalu(wu)"" (MT). These particles are described as occurring immediately before the verb or verbal complex. However, they are not described as being phonologically bound to the verb, which suggests that they are separate words rather than affixes or clitics.

2. **Negation with Pronouns**: The text also mentions the use of negative pronouns for negation. These pronouns can appear in both non-verbal and verbal clauses. However, there is no indication that these pronouns are phonologically bound to the verb.

3. **Imperative and Hortatory Negation**: For imperative and hortatory clauses, the negative particle ""ngajiti"" (and its variants ""ngajirri"" or ""ajirri"") is used. These particles are also described as being used with free form verbs, indicating that they are not phonologically bound to the verb.

4. **Absence of Affixes or Clitics**: Throughout the examples and descriptions, there is no mention of negation being marked by affixes or clitics that are phonologically bound to the verb. The negation is consistently described as being achieved through separate particles or pronouns.

Given this information, it is clear that standard negation in Tiwi is not marked by an affix, clitic, or modification of the verb. Instead, it is marked by separate negative particles or pronouns.

**Reasoning**: The descriptive grammar consistently describes the use of separate negative particles and pronouns for negation, without any indication that these are phonologically bound to the verb. Therefore, standard negation in Tiwi cannot be marked by an affix, clitic, or modification of the verb.

**Conclusion**: 0",0,0
Nakkara,"Based on the provided paragraphs from the descriptive grammar of Nakkara, we can analyze the method of standard negation in the language.

1. **Identification of Negation Markers:**
   - The text mentions a ""Negative prefix slot preceding the PP"" (Polarity Prefix).
   - It also mentions a ""negative affix /-ma/"" that follows the verb stem in the tense suffix slot.

2. **Phonological Binding:**
   - The negative affix /-ma/ is described as following the verb stem, indicating that it is an affix and thus phonologically bound to the verb.
   - The presence of a ""Negative prefix slot"" suggests that there could be a prefix that attaches to the verb complex, although the specific prefix is not detailed in the provided text.

3. **Irrealis and Negation:**
   - The text states that the palatal segment /*y/ functions as a status marker for irrealis constructions, including negative constructions, and is always accompanied by the negative marker /-ma/ in negative contexts.
   - This indicates that the negative marker /-ma/ is an integral part of the verb complex in negative constructions.

Given this information, it is clear that standard negation in Nakkara involves the use of a negative affix /-ma/ that is phonologically bound to the verb. Therefore, the language can mark standard negation through an affix.

**Conclusion:** 1",1,1
Garrwa,"Based on the provided paragraphs from the descriptive grammar of Garrwa, we can determine the method of standard negation in the language. Here are the key points:

1. **Negative Particle ""miku""**: The primary method of negation involves the negative particle ""miku"" placed in the initial position of the clause. This particle is followed by second-position clitic elements, which can include pronouns or modal clitics.

2. **Irrealis Verb Forms**: In non-past contexts, verbs occur in the irrealis form, marked by the suffix ""-kanyi"". This indicates that the verb form is modified in the context of negation.

3. **Past Negation Clitic ""=ya(nyi)""**: In past contexts, the verb remains unmarked, but the pronoun (if present) takes the clitic ""=ya(nyi)"" to indicate past negation.

4. **Negative Ability Clitic ""=yi""**: To negate ability, the clitic ""=yi"" attaches to pronouns.

5. **Deontic Modal Clitic ""=kiya""**: This clitic can attach to ""miku"" in past contexts to indicate that an event did not happen but should have.

From these points, it is clear that standard negation in Garrwa involves both modifications of the verb (through the irrealis form ""-kanyi"") and the use of clitics that are phonologically bound to the verb or pronoun (e.g., ""=ya(nyi)"", ""=yi"", ""=kiya""). Therefore, standard negation in Garrwa can be marked by an affix, clitic, or modification of the verb.

**Reasoning**:
- The irrealis suffix ""-kanyi"" modifies the verb in non-past negative contexts.
- The clitics ""=ya(nyi)"", ""=yi"", and ""=kiya"" are phonologically bound to pronouns or the negative particle ""miku"" and play a role in marking negation.

**Conclusion**: 1",0,1
Ngankikurungkurr,"1. **Reasoning:**

From the provided paragraphs, we can observe the following:

- In Paragraph 1, the example ""minbe-tye ngemi-kerrety"" (Neg-Past 1sgHands-grip) indicates the presence of a negation marker ""minbe"" which is not attached to the verb but stands as a separate particle.
- In Paragraph 2, the example ""minbe-tye ngana-ne-kuli"" (Neg-Past 1sgFeet-3sg-throw) again shows ""minbe"" as a separate particle for negation.
- There is no evidence in the given paragraphs that negation is marked by an affix, clitic, or modification of the verb itself. The negation marker ""minbe"" appears to be a separate word.

Given the information, it is clear that the negation marker ""minbe"" is not phonologically bound to the verb. Therefore, standard negation in Ngankikurungkurr cannot be marked by an affix, clitic, or modification of the verb based on the provided paragraphs.

**Conclusion:** 0",0,0
Wagiman,"Based on the provided paragraphs from the descriptive grammar of Wagiman, we can analyze the method of standard negation in the language.

### Analysis of Paragraphs

1. **Paragraph 1:**
   - The negator ""wudyi"" is described as the usual sentential negator.
   - It typically appears in clause-initial position.
   - Examples provided:
     - **Example 10-5:** ""wudyi ga-ya' ganq-ma ga'an lagiban g-~a-ggi yedena""
       - Gloss: ""NEG 3sg:IPFV-tell 1sg OBL-FOC that man 3sg:PFV-go-PAST sneak""
       - Translation: ""(That man) said nothing to me but just sneaked off.""
     - **Example 10-6:** ""wudyi gety gan-ge-0 daganp-gu""
       - Gloss: ""NEG ask-PCT 3sg/lsg-put-PPCT food-DAT""
       - Translation: ""He didn't ask me for food.""
     - **Example 10-7:** ""mdyi ga-nanda-yi ga'an lagiban daty gan-bu-0""
       - Gloss: ""NEG 1sg-see-PAST that man belt-PCT 3sg/lsg-hit-PPCT""
       - Translation: ""I didn't see that man who hit me.""

From these examples, it is clear that the negator ""wudyi"" (or its variant ""mdyi"") is used to negate the proposition expressed in the clause. However, it appears as a separate word in clause-initial position and does not attach to the verb as an affix or clitic. There is no indication that ""wudyi"" or ""mdyi"" is phonologically bound to the verb.

### Conclusion

Based on the analysis of the provided paragraphs, it is evident that standard negation in Wagiman is marked by a separate word (particle) that is not phonologically bound to the verb. Therefore, we cannot conclude that standard negation in Wagiman is marked by an affix, clitic, or modification of the verb.

**Conclusion:** 0",0,0
Neo-Aramaic (Assyrian),"Based on the provided paragraph from the descriptive grammar of Neo-Aramaic (Assyrian), we can analyze the method of standard negation as follows:

1. **Negation Particle ""la""**: The primary method of negation is the particle ""la,"" which is placed before the verb. This particle is frequently linked to the verb in the same stress group, indicating a close phonological connection. However, it is not explicitly described as an affix or clitic in the provided text.

2. **Phonological Processes**: The text describes phonological processes where the negation particle ""la"" combines with pre-verbal particles like ""i-"" and undergoes changes (e.g., ""le-y-pal6†"" and ""l5-pal6†""). These processes suggest that the negation particle can form a phonological unit with the verb, but it is not definitively described as an affix or clitic.

3. **Examples**: The examples provided (e.g., ""la-pál6†,"" ""le-y-mbáqri"") show the negation particle preceding the verb and forming a phonological unit with it. However, the description does not explicitly state that ""la"" is an affix or clitic bound to the verb.

Given the information, it is clear that the negation particle ""la"" is closely linked to the verb and can form a phonological unit with it. However, the text does not provide definitive evidence that ""la"" is an affix or clitic as defined by the guidelines (i.e., phonologically bound to the verb).

**Reasoning**: The negation particle ""la"" is described as being closely linked to the verb and forming a phonological unit with it, but it is not explicitly described as an affix or clitic. Therefore, based on the provided paragraphs, it is not possible to definitively determine that standard negation in Neo-Aramaic (Assyrian) is marked by an affix, clitic, or modification of the verb.

**Conclusion**: 0",1,0
English,"1. The paragraphs provided from the descriptive grammar of English indicate that standard negation can indeed be marked by a modification of the verb. Specifically, the text describes two forms of negation: analytic and synthetic. 

- Analytic negation involves adding the word ""not"" after the auxiliary verb (e.g., ""Kim will not be here later on"").
- Synthetic negation involves a contracted form where the negation is marked by a suffix attached to the auxiliary verb (e.g., ""Kim won’t be here later on"").

The synthetic form, such as ""won’t,"" ""didn’t,"" and ""doesn’t,"" clearly shows that the negation is marked by an inflectional suffix (e.g., -n’t) that is phonologically bound to the verb. This suffix is described as a verbal suffix, indicating that it is an inflectional modification of the verb itself.

Given this information, it is clear that English uses a phonologically bound suffix to mark negation in some cases, fulfilling the criteria for standard negation being marked by an affix or modification of the verb.

Conclusion: 1",1,1
Korean,"Based on the provided paragraphs from the descriptive grammar of Korean, we can analyze the methods of standard negation as follows:

1. **Short Negative**:
   - The short negative form is created by preposing the negative adverb ""an(i)"" before the verb. For example:
     - ""Ponta"" (to see) becomes ""An(i) ponta"" (does not see).
     - ""Coh.ta"" (to like) becomes ""An(i) coh.ta"" (does not like).

2. **Long Negative**:
   - The long negative form involves attaching the negative auxiliary ""anh-"" to the verb stem. For example:
     - ""Ponta"" (to see) becomes ""Poci ani hanta"" (does not see).
     - ""Coh.ta"" (to like) becomes ""Coh.ci ani hanta"" (does not like).

From this information, we can determine that standard negation in Korean can indeed be marked by a modification of the verb or an affix/clitic that is phonologically bound to the verb. Specifically, the long negative form involves attaching the auxiliary ""anh-"" to the verb stem, which qualifies as an affix.

### Reasoning:
- The short negative form uses a negative adverb ""an(i)"" that is not phonologically bound to the verb, so it does not meet the criteria.
- The long negative form, however, uses the auxiliary ""anh-"" attached to the verb stem, which is a clear example of an affix that is phonologically bound to the verb.

### Conclusion:
1",1,1
Basque,"Based on the provided paragraph, we can analyze the method of standard negation in Basque:

1. The paragraph describes how the presence of negation affects the word order in Basque finite clauses. Specifically, it mentions that the auxiliary verb merges with the negation and precedes the lexical verb (example 1070: ""Etxea ez da erori"").
2. The negation ""ez"" appears to be a separate particle that precedes the auxiliary verb ""da"" and the lexical verb ""erori"". There is no indication that ""ez"" is an affix or clitic that is phonologically bound to the verb.
3. The description does not mention any modification of the verb itself or the use of affixes or clitics attached to the verb for negation.

Given this information, it appears that standard negation in Basque is marked by a separate particle ""ez"" rather than by an affix, clitic, or modification of the verb.

Conclusion: 0",0,0
Malayalam,"Based on the provided paragraph from the descriptive grammar of Malayalam, we can analyze the method of standard negation as follows:

### Analysis:

1. **Paragraph 1:**
   - **8.29.2:** ""Negative is formed by the addition of ie§y after the tense marker. When it is added the final -§ of -S0™ becomes zero. He does not do anything.""

This paragraph clearly indicates that the negative marker ""ie§y"" is added after the tense marker. The fact that it is added after the tense marker and causes a phonological change (the final -§ of -S0™ becomes zero) suggests that it is an affix or a clitic that is phonologically bound to the verb.

### Reasoning:

- The description specifies that the negative marker ""ie§y"" is added after the tense marker, which implies that it is attached to the verb.
- The phonological change (the final -§ of -S0™ becomes zero) further supports that the negative marker is not a separate word but is instead bound to the verb.

### Conclusion:

1. The evidence from the provided paragraph indicates that standard negation in Malayalam can be marked by an affix or clitic that is phonologically bound to the verb.

Conclusion: 1",1,1
Iu Mien,"Based on the provided paragraphs from the descriptive grammar of Iu Mien, we can analyze the method of standard negation as follows:

1. **Negation Particle**: The primary method of negation in Iu Mien is through the use of the particle ""maiv"" /mai˦˥˧/ or its contracted form ""mv"" /m̩ ˦˥˧/. This particle is placed immediately before verbs, adjectival verbs, and auxiliary verbs to indicate negation.

2. **Phonological Boundaries**: The particle ""maiv"" and its contracted form ""mv"" are described as separate words that precede the verb. There is no indication that these particles are phonologically bound to the verb as affixes or clitics. They are described as particles that can be contracted in rapid and colloquial speech, but this contraction does not imply that they become affixes or clitics bound to the verb.

3. **Examples**: The examples provided show ""maiv"" and ""mv"" as separate particles preceding the verb:
   - (861-3) ""lorz maiv buatc"" (seek NEG see) - ""and yet didn’t find any.""
   - (862-3) ""Yie mbuo yaac mv buatc"" (1PL TOPCNTRST NEG see) - ""As far as we are concerned, we didn’t see (as they said though).""

4. **Conclusion**: The negation particles ""maiv"" and ""mv"" are not affixes or clitics that are phonologically bound to the verb. They function as separate particles that precede the verb to indicate negation. Therefore, standard negation in Iu Mien cannot be marked by an affix, clitic, or modification of the verb.

**Conclusion**: 0",0,0
Semelai,"Based on the provided paragraphs from the descriptive grammar of Semelai, we can analyze the method of standard negation in the language.

1. **Negation Marker ""da?""**: The primary negator in Semelai is ""da?"" which is used to negate both verbal and non-verbal predicates. The examples provided show that ""da?"" precedes the verb or the predicate it negates. For instance:
   - (224) ""da? ?yot kdhn ke"" (He didn't return)
   - (226) ""da? ki=j?Dy sijkalan"" (He didn't make a grinding board)
   - (227) ""da? ji=sd*r?"" (Don't you remember (it)?)

2. **Position and Function**: The negator ""da?"" always occupies the predicate-initial position, directly preceding the verb or the predicate. This positioning indicates that ""da?"" is a separate word (particle) rather than an affix or clitic attached to the verb.

3. **No Evidence of Phonological Binding**: There is no indication in the provided text that ""da?"" is phonologically bound to the verb. It functions as a separate particle that precedes the verb but does not attach to it as an affix or clitic.

4. **Other Negators**: The text also mentions other negators like ""beh"" and ""b?en,"" but these are used in different contexts (metalinguistic negation) and are not described as being phonologically bound to the verb either.

Given the information provided, it is clear that the standard negation in Semelai is marked by a separate particle ""da?"" that precedes the verb but is not phonologically bound to it. Therefore, standard negation in Semelai cannot be marked by an affix, clitic, or modification of the verb.

**Conclusion:** 0",0,0
Yukaghir (Kolyma),"1. Based on the provided paragraphs from the descriptive grammar of Yukaghir (Kolyma), it is clear that standard negation in this language is marked by a prefix attached to the finite verb. The examples provided illustrate the use of the prefix ""el+"" to indicate negation:

- ""el+jan-ni"" (NEG+send-3PL:INTR) translates to 'They did not let me go there.'
- ""el+jaqa-te-je"" (NEG+achieve-FUT-INTR:1SG) translates to 'I will not reach the house.'
- ""el+keb-ej-te-jek"" (NEG+go-PFV-FUT-INTR:2SG) translates to 'You will not go away from here.'
- ""el+lej"" (NEG+eat(NEG:3SG)) translates to 'That dog did not eat that.'

These examples demonstrate that the negation marker ""el+"" is a prefix that attaches directly to the verb, forming a phonological unit with it. This satisfies the criteria for standard negation being marked by an affix or modification of the verb.

Conclusion: 1",1,1
Georgian,"1. Based on the provided paragraphs, it is possible to determine that standard negation in Georgian can be marked by a modification of the verb or an affix/clitic that is phonologically bound to the verb. The key evidence comes from the use of the negation marker ""ar"" in conjunction with the verb forms. For example:

- ""gvino ar (Ø-)e-sm-ev-a"" (wine(NOM) not (X-)IOV-drink-TS-it) translates to 'X cannot drink wine'.
- ""šen-s dge-ši ar ša-mo-(Ø-)m-rč-en-i-x-a+r"" (your-AGR day-in not PREV-PREV-(you-)me-lag.behind-TS-PERFyou-be) translates to 'In your day you did not fall short of me in battle'.

In these examples, ""ar"" is used as a negation marker that is directly associated with the verb, indicating that it is phonologically bound to the verb phrase. This satisfies the criteria for standard negation being marked by an affix, clitic, or modification of the verb.

Conclusion: 1",0,1
Alutor,"1. Based on the provided paragraphs, it is evident that Alutor employs several methods for marking negation, some of which involve affixes or modifications of the verb. Specifically:

- Type (1) mentions the use of the negative particle with the regular finite form of the verb, but it does not specify if this particle is phonologically bound to the verb.
- Type (2) involves the combination of the negative particle with the deverbal predicative, and it mentions the possibility of reduction where the negative particle is absent, implying a modification of the verb form itself.
- Type (4) describes an analytical form derived from the negative analytical representation of the lexical verb, which includes the use of a negative particle.
- Type (5) explicitly mentions the use of circumfixes (tymNi-...-a/-ta and a-...-kyl@in), which are affixes that are phonologically bound to the verb.

Given the information, it is clear that at least some forms of negation in Alutor involve affixes or modifications of the verb. Specifically, the use of circumfixes in Type (5) confirms that negation can be marked by affixes that are phonologically bound to the verb.

Conclusion: 1",1,1
Thai,"Based on the provided paragraphs from the descriptive grammar of Thai, we can analyze the method of standard negation in Thai.

### Analysis:

1. **Paragraph 1 (Lesson 2. A. 1. (a))**:
   - It mentions that a negative sentence is formed by putting a negative word in front of the verb or, in certain cases, after it. This suggests that negation is achieved through the use of negative words (particles) rather than affixes or clitics attached to the verb.

2. **Paragraph 2 (Lesson 7. A. 1. (c))**:
   - This paragraph provides more specific examples of negation in Thai. It states that ""MY DY"" placed in front of the verb means ""did not"" and is widely used. For example:
     - **CHUN MY DY PY**: ""I did not go.""
   - Here, ""MY"" is the negative word, and ""DY"" is used to indicate past tense. The negative word ""MY"" is placed before the verb, and there is no indication that it is phonologically bound to the verb.

### Reasoning:

- The provided paragraphs indicate that negation in Thai is achieved by placing a negative word (particle) before or after the verb. There is no mention of affixes, clitics, or modifications of the verb itself for marking standard negation.
- The negative word ""MY"" is described as a separate word (particle) that precedes the verb, and there is no evidence to suggest that it is phonologically bound to the verb.

### Conclusion:

Based on the information provided in the paragraphs, it is clear that standard negation in Thai is not marked by an affix, clitic, or modification of the verb. Therefore, the appropriate response is:

**Conclusion: 0**",0,0
Nganasan,"Based on the provided paragraphs from the descriptive grammar of Nganasan, we can determine the method of standard negation in the language. Here are the key points extracted from the text:

1. **Negative Auxiliary**: The default way to negate a sentence in Nganasan is through the use of the negative auxiliary **ńisɨ**.
2. **Connegative Marker**: The negated verb takes the connegative marker **-ʔ**.
3. **Inflection and Agreement**: The negative auxiliary **ńisɨ** takes mood and tense markers, inflectional suffixes, and agrees with the subject in person and number, and with the object in number if it is lexically covert.
4. **Suppletive Form**: The connegative form of the verb **isʲa** ‘be’ is suppletive: **ŋuəɁ**.

From these points, it is clear that standard negation in Nganasan involves both a negative auxiliary and a connegative marker that attaches to the verb. The connegative marker **-ʔ** is an affix that is phonologically bound to the verb.

### Reasoning:
- The connegative marker **-ʔ** is an affix that attaches to the verb, indicating that negation is marked directly on the verb.
- The negative auxiliary **ńisɨ** also plays a role in negation, but the presence of the connegative marker **-ʔ** on the verb itself satisfies the criterion for marking standard negation through an affix or modification of the verb.

### Conclusion:
1

Thus, standard negation in Nganasan can be marked by an affix or modification of the verb.",0,1
Nivkh (South Sakhalin),"Based on the provided paragraphs from the descriptive grammar of Nivkh (South Sakhalin), we can analyze the methods of standard negation in the language.

1. **Supine Construction for Negation**:
   - The supine form is used for non-future negation in the Amur variety, as seen in the examples:
     - ""prә-dox q'au-yitle"" (come-SUP not_exist-naturally) translates to ""naturally, he didn't come"".
     - ""prә-dә-lәyә-yitle"" (come-even-lack-naturally) translates to ""naturally, he didn't come"".
   - These examples show that the supine form of the verb is used in conjunction with other elements to express negation.

2. **Suffix for Negation**:
   - The text mentions that ""Negation is otherwise expressed with the suffix given in table 1.7; see also chapter 6.4.""
   - Although the specific suffix is not detailed in the provided text, the mention of a suffix for negation indicates that there is a morphological marker that attaches to the verb to indicate negation.

3. **Example with Habitual Negative Suffix**:
   - The example ""siḑhagin-nә-j-xsu-r"" (anything-do-EXPL-NEG.HAB-CV:3s) translates to ""he does not do anything but sleep"".
   - Here, the suffix ""-xsu-"" is used to mark habitual negation, which is attached to the verb.

From these points, it is clear that standard negation in Nivkh (South Sakhalin) can be marked by a suffix that is phonologically bound to the verb. This satisfies the criteria for marking negation via an affix or modification of the verb.

**Conclusion: 1**",1,1
Jarawa (in Andamans),"Based on the provided paragraphs from the descriptive grammar of Jarawa, it is clear that standard negation in the language can be marked by an affix on the verb. Specifically, the suffix {-ma} is used to negate the verb directly, as demonstrated in the example (4.67):

(4.67) uʈʰa allema-ma
Uʈʰa come-NEG
'Uʈʰa did not come.'

This indicates that the negation marker {-ma} is an affix that attaches to the verb, forming a phonological unit with it. Therefore, standard negation in Jarawa can indeed be marked by an affix or modification of the verb.

**Reasoning:**
1. The suffix {-ma} is explicitly described as a means to negate the verb in Jarawa.
2. The example (4.67) clearly shows the negation marker {-ma} attached to the verb allema 'come', forming a phonological unit.
3. The description specifies that the suffix {-ma} replaces other suffixal markings on the verb, further confirming its role as an affix.

**Conclusion:** 1",1,1
Nahali,"1. Based on the provided paragraphs from the descriptive grammar of Nahali, it is clear that standard negation can be marked by an affix, clitic, or modification of the verb. Here is the reasoning:

- **Affixation and Cliticization**: The negative markers such as ""beṭhe"" and ""ho:ṭo"" can occur either before or after the verb. When they occur before the verb, they sometimes undergo assimilatory changes, which indicates that they can be phonologically bound to the verb. For example:
  - ""jo beṭhe ha:goken"" (I neg laugh-pr) ‘I do not laugh’.
  - ""jo ho:ṭo ha:go ḍa:n"" (I neg laugh-pp) ‘I had not laughed’.

- **Modification of the Verb**: The negative markers can cause modifications in the verb form, such as gemination of the first consonant of the verb when ""beṭhe"" precedes it:
  - ""kyamp jo beppa:ṭo"" (tomorrow I not come –pr) ‘tomorrow I will not come’.
  - ""inginki sokra bebbe"" (we-to food neg-give) ‘we are not given food’.

- **Bound Forms**: The negative marker ""beṭhe"" can be followed by a bound form ""-la"" for emphasis, indicating that it can be phonologically bound:
  - ""jo masto beṭhe"" (I good/fine neg) ‘I am not fine’.
  - ""parayki joppo hey beṭhe:la"" (river-in water be neg) ‘there is no water in the river’.

Given these examples, it is evident that standard negation in Nahali can be marked by an affix, clitic, or modification of the verb.

Conclusion: 1",1,1
Kusunda,"Based on the provided paragraphs from the descriptive grammar of Kusunda, it is possible to determine that standard negation in the language can be marked by an affix that is phonologically bound to the verb. Here is the reasoning:

1. The paragraphs describe the use of a suffix to mark negation in Kusunda. Specifically, the suffix -aÚu is used to mark negative realis assertion in Class II verbs, as shown in the examples provided:
   - tsi e-d-a u (I give-1-NEG) ‘I did not give.’
   - tok e-d-a u (we give-1-NEG) ‘We did not give.’
   - nu e-n-a u (you give-2-NEG) ‘You did not give.’
   - nok e-n-a u (you.pl give-2-NEG) ‘You [pl] did not give.’
   - gina e-g-a u (he/she give-3-NEG) ‘He/she did not give.’

2. The suffix -daÚu is also mentioned as marking negative realis in Class I verbs for all persons. This indicates that the negation marker is indeed an affix that attaches to the verb.

3. The description clearly states that the negative suffix is part of the verb morphology, and the examples provided show that the negation marker is phonologically bound to the verb.

Conclusion: 1",1,1
Udihe,"1. Based on the provided paragraphs from the descriptive grammar of Udihe, it is clear that standard negation in Udihe can be marked by a modification of the verb or an affix/clitic that is phonologically bound to the verb. Specifically, Udihe uses a negative auxiliary verb ""e-/ei-"" which precedes the content verb and takes various morphological forms. This auxiliary verb is bound to the verb and reflects the role of the predicate in the sentence. Examples such as ""ei-mi"" (NEG-1SG) in ""Bi ei-mi sa:."" (I don't know) and ""e-ini"" (NEG-3SG) in ""Ine'i e-ini yene."" (The dog is not walking) demonstrate that the negation is indeed marked by a bound morpheme attached to the verb.

2. Conclusion: 1",0,1
Ingush,"Based on the provided paragraphs from the descriptive grammar of Ingush, we can determine the method of standard negation in the language. Here is the analysis:

1. **Negation Marking**: The text explicitly states that ""Negation is formally marked only on the verb in Ingush."" This indicates that the negation marker is directly associated with the verb, which is crucial for determining if it is phonologically bound.

2. **Types of Negation Markers**: The negative morpheme can be either a suffix or a proclitic particle depending on the verb's inflectional form:
   - **Suffix**: Used for tense forms.
   - **Proclitic cy**: Used for converbs and nonfinites.
   - **Proclitic my**: Used for imperatives.

3. **Examples**:
   - Example (1): ""Xaa-c suona=m."" (know-NEG 1s.DAT=FOC) translates to ""I don't know."" Here, the negation is marked by the suffix ""-c"" attached to the verb ""Xaa"" (know).
   - Example (2): ""qy suona vaala=m vaala-ndz-ar sag"" (any more 1s.DAT V.RED=FOC V.go-NEG-WP anyone) translates to ""No one else got in front of me (in line)."" The negation is marked by the suffix ""-ndz-ar"" attached to the verb ""vaala"" (go).
   - Example (3): ""Nuu cy hwaqacha ladar chy-doalar"" (broom NEG sweep.CVtemp leak in-D.go.IMPF) translates to ""If you didn't sweep it water would leak in."" The negation is marked by the proclitic ""cy"" attached to the converb ""hwaqacha"" (sweep).
   - Example (4): ""Veina magha sag my vaaliitalaa"" (1pIN.DAT ahead anyone NEG V.go-CSind.IMPVmild) translates to ""Don't let anyone in ahead of us."" The negation is marked by the proclitic ""my"" attached to the imperative ""vaaliitalaa"" (go).

4. **Conclusion**: The negation markers in Ingush are either suffixes or proclitic particles that are phonologically bound to the verb. This satisfies the criteria for standard negation being marked by an affix, clitic, or modification of the verb.

**Conclusion:** 1",1,1
Lezgian,"Based on the provided paragraph from the descriptive grammar of Lezgian, we can determine the following:

1. **Finite indicative verb forms** are negated by means of the suffix **-δ**. For example, the verb ""guzwa"" (gives) becomes ""guzwa-c"" (does not give). This indicates that negation can be marked by a suffix, which is an affix that is phonologically bound to the verb.

2. **Non-finite and non-indicative verb forms** are negated by prefixal negation. This involves either a periphrastic construction with the negative auxiliary ""t-awun"" (not do) or a negative prefix ""t(A)-"" for a closed set of verbs. For example, ""awun"" (do) becomes ""t-awun"" (not do), and ""xun"" (give birth) becomes ""ta-xun"" (not give birth). This indicates that negation can also be marked by a prefix, which is another type of affix that is phonologically bound to the verb.

Given these points, it is clear that standard negation in Lezgian can be marked by an affix (either a suffix or a prefix) that is phonologically bound to the verb.

**Conclusion:** 1",1,1
Galo,"Based on the provided paragraphs from the descriptive grammar of Galo, we can determine the method of standard negation in the language. Here is the analysis:

1. **Affixation of Negation:**
   - The examples provided show that the negation marker `-máa` is suffixed to the verb. For instance:
     - (611) `bɨ ̂ɨ câaku má` (3.SG ascend-CMPL-NEG) translates to ‘He or she doesn’t go up anymore.’
     - (612) `bɨ ̂ɨ caakù maadù` (3.SG ascend-CMPL-NEG-IRR) translates to ‘He or she won’t go up anymore (his or her going up will cease).’
     - (613) `bɨ ̂ɨ caamâa rəkú` (3.SG ascend-NEG-IRR-CMPL) translates to ‘He or she’ll come to no longer go up (his or her state of not-going-up will come to pass).’

2. **Position in Predicate Inflectional Paradigm:**
   - The schematic in Figure 12.1 indicates that `-máa` is a negative suffix that is part of the predicate inflectional paradigm. It is listed alongside other inflectional markers such as the completive `-kú`.

3. **Obligatory Suffixation:**
   - The text explicitly states that ""Final predicates in negative polarity are obligatorily suffixed in `-máa`.""

Given this information, it is clear that the negation marker `-máa` is an affix that attaches to the verb, thus forming a phonological unit with the verbal root.

**Reasoning:**
- The negation marker `-máa` is described as a suffix that attaches directly to the verb, which qualifies as an affix according to the guidelines provided.
- The examples provided show consistent use of `-máa` as a suffix in negative constructions involving dynamic verbal predicates.

**Conclusion:** 1",1,1
Yup'ik (Norton Sound),"1. Based on the provided paragraphs from the descriptive grammar of Yup'ik (Norton Sound), it is clear that standard negation in this language can be marked by affixes that are phonologically bound to the verb. The text describes various negative suffixes (VVn) that attach directly to the verb, such as |-nћլit-| meaning 'not', |-at-| meaning 'not', and others like |-nћլiћլ-| meaning 'no longer'. These suffixes are explicitly stated to be part of the verb morphology, indicating that negation is marked by modifications or affixation to the verb itself.

For example:
- In sentence (2): ""kiu-nrit-uq"" (he did not answer), the suffix |-nrit-| is attached to the verb root |kiu-| (to answer).
- In sentence (3): ""tange-nrrit-uq"" (he did not see), the suffix |-nrrit-| is attached to the verb root |tange-| (to see).

These examples demonstrate that negation is marked by affixes that are phonologically bound to the verb, satisfying the criteria for standard negation as defined.

2. Conclusion: 1",1,1
Yuki,"1. Based on the provided paragraphs from the descriptive grammar of Yuki, it is evident that standard negation can be marked by an affix that is phonologically bound to the verb. Specifically, the negative marker ""-ṭan"" is used as a suffix to negate verbs, as shown in examples (103), (104), and (105):

- Example (103): ""mu:šakṭanpaˀ"" (laugh-SEM-NEG-FUT) translates to ""He’s not gonna laugh.""
- Example (104): ""kiˀ ˀi hąw č a:niṭan"" (DST 1SG.PAT fish give-NEG) translates to ""He won’t give that fish to me.""
- Example (105): ""m ú:šamtanmil"" (laugh-IMPFV-NEG=FIN) translates to ""However Spider did not laugh.""

These examples clearly demonstrate that the negative marker ""-ṭan"" is an affix that attaches directly to the verb, thereby forming a phonological unit with it.

Conclusion: 1",1,1
Pipil,"Based on the provided paragraph, it is clear that Pipil uses particles for negation, specifically ""te:"", ""tesu"", and ""inte"". The paragraph explicitly states that there is ""no ready evidence of any negative affixes"" in Pipil. This indicates that negation in Pipil is not marked by an affix, clitic, or modification of the verb but rather by separate particles.

### Reasoning:
1. The paragraph mentions that Pipil uses the negative particles ""te:"", ""tesu"", and ""inte"".
2. It explicitly states that there is ""no ready evidence of any negative affixes"" in Pipil.
3. The examples provided for negation in Pipil (e.g., ""tesu ta-kwa"") show that the negative marker is a separate word (particle) and not an affix or clitic attached to the verb.

Given this information, it is clear that standard negation in Pipil cannot be marked by an affix, clitic, or modification of the verb.

### Conclusion:
0",0,0
